postal_code,lat,lon
35043,50.7979432,8.8227218
35066,51.0717898,8.7714051
35080,50.7689326,8.47644
35114,51.0374384,8.9697585
35216,50.916679,8.535557
35392,50.5618328,8.6843256
35394,50.5775634,8.712824
35398,50.569112,8.6408315
35423,50.5074287,8.8320921
35510,50.4261402,8.6539728
35578,50.5418954,8.5169451
35619,50.5023038,8.4013952
35630,50.6226997,8.3730103
35638,50.5519743,8.3267683
35683,50.7423221,8.2847449
35745,50.6759557,8.2671357
35781,50.483378,8.2763163
35789,50.4235635,8.3936366
36037,50.5584806,9.6883789
36039,50.5919152,9.6848747
36041,50.5655641,9.6239207
36043,50.5264261,9.6966993
36088,50.6695613,9.7753788
36129,50.4502486,9.8991626
36199,51.0163485,9.739399
36251,50.9041613,9.7398902
36304,50.7622757,9.2970629
36341,50.6404605,9.3551725
36355,50.4893228,9.3199015
36381,50.3516118,9.5612616
36433,50.8276617,10.2639939
36448,50.824612,10.3591339
36466,50.7008377,10.1239077
37073,51.5376941,9.9381346
37075,51.5408305,9.9998872
37081,51.5350395,9.9011461
37115,51.526452,10.2504334
37124,51.4650304,9.8826362
37154,51.7154803,9.9973464
37213,51.3413483,9.852074
37235,51.1942446,9.7360609
37269,51.1858741,10.0323507
37308,51.318569,10.1817462
37339,51.4515725,10.3429835
37355,51.3618315,10.4341121
37412,51.6459105,10.3428885
37431,51.6318329,10.4722135
37574,51.8222338,9.8991418
37581,51.8864509,10.0240453
37603,51.7868873,9.5041157
37671,51.7683952,9.3310952
38102,52.2583236,10.5398815
38114,52.2821182,10.5057529
38118,52.259933,10.5010227
38124,52.2155812,10.5268052
38126,52.2305665,10.5755902
38154,52.2649229,10.8094514
38226,52.1582602,10.3280734
38239,52.176153,10.4381341
38259,52.0647826,10.4012571
38302,52.1918821,10.5742594
38304,52.1555379,10.5008877
38350,52.2273698,11.0108995
38440,52.4263034,10.7764882
38518,52.5054631,10.5003711
38640,51.9071917,10.4333229
38642,51.9272113,10.4384147
38667,51.8538446,10.5501783
38704,52.0059679,10.3978732
38723,51.8782466,10.1883455
38820,51.882015,11.0317571
38855,51.8607982,10.8199472
38875,51.7330276,10.7151051
38889,51.7756552,10.9112327
39108,52.1304453,11.6136205
39110,52.1227574,11.5728672
39114,52.1130345,11.6780843
39120,52.0855316,11.6329414
39130,52.1585202,11.5742335
39218,52.0196084,11.7445229
39240,51.8960065,11.8672565
39245,52.0672118,11.8499704
39261,51.9697398,12.0745464
39288,52.2921973,11.873593
39291,52.1920736,12.0376712
39319,52.4876542,12.1288035
39340,52.2850683,11.4036592
39387,52.0330525,11.2604351
39418,51.8426649,11.5946614
39519,,
39539,52.8106605,12.1622654
39576,52.5927638,11.8157145
39615,52.9150256,11.7026347
39638,52.5029434,11.4227584
40217,51.2131204,6.774469
40219,51.2137723,6.761471
40225,51.1952407,6.7930966
40235,51.2337177,6.8258324
40472,51.2721034,6.8257039
40474,51.2698977,6.7271975
40477,51.2387509,6.7854134
40479,51.2331866,6.7795595
40489,51.3194298,6.7751345
40549,51.2366978,6.72117
40589,51.1665207,6.8268093
40593,51.1443791,6.8644863
40597,51.1655004,6.8764225
40625,51.232922,6.8528944
40629,51.2549032,6.8847626
40667,51.2610727,6.6833351
40668,51.3091853,6.6930565
40670,51.2724463,6.6238012
40721,51.166172,6.9129904
40724,51.1808267,6.9540071
40764,51.107968,6.9485475
40822,51.255923,6.9845444
40878,51.2955635,6.8465414
40882,51.2988729,6.9073867
40885,51.3439201,6.8490019
41061,51.1943408,6.433353
41063,51.2122746,6.4248416
41066,51.2270446,6.4602047
41239,51.1589327,6.4196367
41334,51.3092333,6.237524
41352,51.1852066,6.5387825
41460,51.2074219,6.708413
41462,51.2169019,6.6647719
41464,51.1901268,6.6681998
41515,51.0819233,6.6057095
41539,51.0998138,6.847815
41540,51.0779999,6.7992187
41747,51.2550631,6.3825707
41749,51.2914624,6.3625217
